Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Concentration.1,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Minor in Bioinformatics and Computational Biology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare a minor in Bioinformatics and Computational Biology, a student must be in good academic standing at UMBC. The minor requires a minimum of 36 credits with a minimum grade of 'C' in all courses and their prerequisites. A majority of the courses for the minor must be completed in residence at UMBC. The required coursework is drawn from Biology, Computer Science, and Statistics, and includes a capstone course. [3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Biological Sciences,,,,,,,,,,"Bioinformatics and Computational Biology is an emerging interdisciplinary field that applies computing methods in biology, such as in genome sequencing. This minor would pair well with a major in Computer Science, Biological Sciences, Mathematics, Statistics, or Information Systems by giving you the skills that will help you solve some of the main problems faced by biology in the last decades. [1]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Biology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,,"To earn a minor in biological sciences, a student must complete a minimum of 20 credits of biological sciences (BIOL) courses. All courses for the minor must be completed with a grade of 'C' or better. At least half of the credits for the minor must be taken at UMBC. The requirements include BIOL 141, BIOL 302, and at least 12 credits of BIOL courses at the 300 or 400 level (excluding BIOL 302 and BIOL 499).",Not Required,,True,False,False,False,False,False,,,False,False,False,,,,,,,,,Department of Biological Sciences,,,,,,,,,,"A student may develop a minor in biology by completing a minimum of 18 credits in biology, at least nine of which must be taken at UMBC. The courses must be completed with a grade of “C” or better. BMSC or MBIO courses will not satisfy the minor requirements. Of the 18 credits, at least nine credits must be at the 300 level or higher. No more than three credits of BIOL 499 may be used to meet the requirements for the minor. Students must complete BIOL 141 and BIOL 142. They must also complete an introductory organismal course such as BIOL 200, or a plant biology course such as BIOL 210, BIOL 307 or BIOL 412, or a microbiology course such as BIOL 230 or BIOL 330. Students are encouraged to meet with a biology advisor to develop a program of study that is consistent with their academic interests.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,A minimum of a C is required to pass all Biology minor courses.,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Biomathematics,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To be admitted to the minor, a student must have a cumulative GPA of at least 3.0 in the courses listed on the program page that have been completed at the time of application. A grade of ""C"" or better must be earned in all courses and prerequisites applied toward the minor. [4]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,Mathematics and Statistics has a close working relationship with Biological Sciences in education and research and offers a Biomathematics Minor. [2],,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,Minor in Chemistry,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Not Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Chinese Language and Culture,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"Department of Modern Languages, Linguistics & Intercultural Communication",,,,,,,,,,"The minor in Chinese language and culture offers students an opportunity to develop their language skills in Chinese and deepen their understanding of Chinese culture. The minor requires completion of 18 credits. Students are required to take one MLL core course (3 credits), two language courses at the 300-level (6 credits), and three elective courses (9 credits).",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Cinematic Arts,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"To be eligible to declare a minor, students must have a cumulative GPA of 2.0. Students wishing to pursue a minor in cinematic arts should contact the Office for Academic and Pre-Professional Advising.",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"UMBC's cinematic arts minor offers you a chance to develop the conceptual framework, historical context, and technical skills necessary for the production of narrative, documentary, or experimental projects in a fine-arts environment. [3] In today's work, skills in digital video production have never been more valuable. You will gain the creative skills needed to engage an audience with effective content that tells a captivating story. [3]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Computer Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare a minor in computer science, students must have completed CMSC 201 and MATH 151 with a “B” or better and have a 3.0 overall UMBC GPA. Students who do not meet these requirements may petition the CSEE department’s undergraduate academic committee for an exception. Students must meet with their major advisor to add the minor to their academic plan.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,"A minor in Computer Science will help you solve problems in computer applications and software development. Explore your interests by personalizing your minor with classes in wearable computing, graphics, cryptology, malware, artificial intelligence, machine learning, robotics, mobile radio communications, and more. Students also get a foundation in the mathematics needed to study computer science.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Computing,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To be admitted to the minor in computing, a student must have completed CMSC 201, CMSC 202 and MATH 151, each with a grade of 'C' or better, and be in good academic standing.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,"The Computing Minor, offered by the CSEE Department in collaboration with many others, is meant for students in any discipline other than Computer Science, Computer Engineering, or Information Systems who are interested in programming, computational thinking, and applying computing to their major area. [7] The minor consists of a series of foundational courses in computing followed by electives from multiple disciplines which allow students to use computing in other disciplinary settings. [7] Unlike the Computer Science minor, the Computing minor is designed for students who don't have a STEM background. [7] Students in majors that have math requirements similar to the Computer Science B.S. are encouraged to consider the Computer Science Minor instead of the Computing Minor. [7] The minor in Computing consists of 19 credits – 3 core computing courses (10 credits) and 3 elective courses (at least 3 credits each) taken in other disciplines. [7] A minimum of nine credits must be at the 300 or 400 level. [7] A minimum of six credits in the minor must be done at UMBC. [7]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Creative Writing,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Creative Writing Minor at UMBC offers students from any major a chance to dive deeply into the world of storytelling and expressive writing. This program allows you to develop your skills in fiction, poetry, and creative nonfiction while learning to read and critique literature with a writer's eye. [2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Critical Disability Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare the Minor in Critical Disability Studies, students must complete a Declaration of Major/Minor/Certificate form from the Registrar’s Office and contact the program director.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"Students in this interdisciplinary minor will encounter both the lived experiences of disability, past and present, and a critical analysis of intersecting systems of ableism, heteropatriarchy, white supremacy, colonialism, and capitalist violence. [2] To earn a minor in Critical Disability Studies, students will complete 15 credits of coursework: one introductory course (3 credits), two core courses (6 credits), and two elective courses (6 credits). [2]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Critical Sexuality Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"To declare the Minor in Critical Sexuality Studies, students must fill out a declaration of major form and submit it to the Registrar's Office. [1, 3] The minor consists of 18 credits, and a grade of 'C' or better is required in all courses applied toward the minor. [1, 3]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"Department of Gender, Women’s, and Sexuality Studies",,,,,,,,,,"The minor in critical sexuality studies is an interdisciplinary program that allows students to examine the historical, cultural, and social contexts in which human sexuality is understood, experienced, and regulated. [1, 2, 3, 4] Drawing from a range of disciplines, including gender and women’s studies, sociology, history, psychology, and American studies, the minor equips students with the critical tools to analyze the intersections of sexuality, gender, race, class, and other social categories. Students will explore a variety of topics, such as sexual identities, sexual health and politics, media representations of sexuality, and the legal and ethical dimensions of sexual life. The minor is designed to complement any major and to prepare students for careers in fields such as education, social work, public health, law, and advocacy.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,A C or better is required in all courses applied toward the minor. [10],,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
